Id,Prediction
420,1
421,1
422,1
423,1
424,1
425,0
426,0
427,1
428,1
429,0
430,1
431,1
432,0
433,1
434,0
435,1
436,0
437,0
438,1
439,0
440,1
441,0
442,1
443,0
444,0
445,1
446,0
447,1
448,0
449,0
450,1
451,0
452,0
453,1
454,1
455,0
456,0
457,1
458,0
459,1
460,0
461,1
462,0
463,0
464,0
465,0
466,1
467,1
468,0
469,0
470,1
471,1
472,0
473,1
474,1
475,0
476,0
477,1
478,1
479,0
480,0
481,0
482,0
483,1
484,0
485,1
486,1
487,1
488,0
489,1
490,0
491,1
492,1
493,1
494,1
495,1
496,0
497,1
498,1
499,0
500,0
501,0
502,1
503,1
504,0
505,1
506,0
507,1
508,0
509,1
510,1
511,1
512,0
513,1
514,0
515,1
516,1
517,0
518,0
519,1
520,1
521,1
522,0
523,1
524,0
525,0
526,1
527,1
528,1
529,1
530,0
531,0
532,1
533,0
534,0
535,1
536,1
537,0
538,1
539,1
540,0
541,1
542,0
543,0
544,1
545,1
546,1
547,1
548,1
549,0
550,0
551,1
552,0
553,0
554,1
555,1
556,0
557,1
558,1
559,1
560,0
561,0
562,1
563,0
564,1
565,0
566,1
567,0
568,0
569,1
570,1
571,1
572,0
573,0
574,0
575,1
576,1
577,0
578,1
579,1
580,1
581,1
582,1
583,1
584,0
585,1
586,0
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,0
595,1
596,0
597,0
598,0
599,0
600,0
601,1
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,1
613,1
614,1
615,0
616,1
617,0
618,1
619,1
620,0
621,1
622,0
623,0
624,0
625,0
626,1
627,1
628,1
629,1
630,1
631,1
632,0
633,0
634,0
635,0
636,0
637,0
638,1
639,1
640,0
641,0
642,0
643,1
644,1
645,1
646,0
647,0
648,1
649,1
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,1
658,0
659,1
660,0
661,1
662,0
663,0
664,0
665,0
666,0
667,0
668,1
669,0
670,0
671,0
672,1
673,0
674,0
675,0
676,0
677,0
678,0
679,1
680,1
681,1
682,1
683,0
684,1
685,1
686,1
687,0
688,0
689,1
690,1
691,0
692,1
693,1
694,1
695,0
696,1
697,1
698,1
699,0
700,0
701,1
702,0
703,1
704,1
705,0
706,0
707,0
708,0
709,0
710,1
711,0
712,1
713,1
714,0
715,1
716,1
717,0
718,1
719,0
720,1
721,1
722,0
723,1
724,0
725,0
726,0
727,1
728,1
729,0
730,1
731,0
732,1
733,0
734,0
735,1
736,0
737,0
738,0
739,1
740,1
741,0
742,0
743,1
744,0
745,0
746,0
747,0
748,1
749,0
750,0
751,1
752,0
753,1
754,0
755,1
756,0
757,0
758,1
759,0
760,0
761,0
762,0
763,0
764,1
765,0
766,0
767,1
768,1
769,1
770,0
771,1
772,1
773,1
774,0
775,0
776,1
777,0
778,1
779,1
780,0
781,1
782,0
783,1
784,0
785,0
786,1
787,0
788,0
789,0
790,1
791,0
792,0
793,0
794,0
795,1
796,1
797,1
798,1
799,0
800,0
801,0
802,0
803,1
804,1
805,0
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,0
814,1
815,1
816,1
817,1
818,0
819,0
820,1
821,0
822,1
823,0
824,0
825,0
826,1
827,1
828,1
829,0
830,0
831,1
832,1
833,0
834,1
835,1
836,1
837,0
838,0
839,0
840,1
841,1
842,1
843,0
844,0
845,0
846,1
847,0
848,0
849,1
850,1
851,0
852,1
853,0
854,1
855,1
856,0
857,1
858,0
859,1
860,0
861,1
862,1
863,0
864,0
865,0
866,1
867,1
868,1
869,1
870,1
871,0
872,1
873,1
874,1
875,0
876,0
877,0
878,1
879,0
880,1
881,0
882,0
883,0
884,1
885,0
886,0
887,1
888,1
889,0
890,1
891,1
892,1
893,0
894,0
895,1
896,0
897,0
898,0
899,1
900,1
901,0
902,0
903,0
904,0
905,0
906,1
907,1
908,1
909,0
910,0
911,1
912,1
913,1
914,0
915,0
916,0
917,0
918,0
919,1
920,1
921,1
922,0
923,0
924,0
925,1
926,0
927,0
928,1
929,1
930,1
931,0
932,0
933,0
934,1
935,0
936,1
937,1
938,1
939,1
940,0
941,1
942,1
943,1
944,1
945,0
946,0
947,0
948,1
949,1
950,1
951,1
952,1
953,1
954,0
955,1
956,0
957,0
958,1
959,1
960,1
961,1
962,1
963,1
964,0
965,0
966,1
967,1
968,0
969,1
970,1
971,1
972,1
973,0
974,0
975,1
976,1
977,0
978,1
979,1
980,0
981,1
982,1
983,0
984,1
985,0
986,0
987,1
988,0
989,0
990,1
991,0
992,0
993,1
994,1
995,0
996,0
997,1
998,1
999,0
1000,0
1001,0
1002,1
1003,0
1004,0
1005,1
1006,0
1007,1
1008,1
1009,1
1010,1
1011,0
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,0
1021,0
1022,1
1023,1
1024,1
1025,0
1026,1
1027,0
1028,1
1029,0
1030,1
1031,0
1032,0
1033,0
1034,1
1035,1
1036,0
1037,1
1038,1
1039,1
1040,1
1041,0
1042,0
1043,1
1044,0
1045,0
1046,1
1047,0
1048,0
1049,1
1050,1
1051,0
1052,0
1053,1
1054,1
1055,0
1056,0
1057,1
1058,0
1059,1
1060,1
1061,0
1062,1
1063,1
1064,1
1065,0
1066,1
1067,0
1068,1
1069,0
1070,1
1071,0
1072,0
1073,1
1074,1
1075,0
1076,0
1077,0
1078,1
1079,1
1080,1
1081,1
1082,0
1083,0
1084,1
1085,1
1086,0
1087,1
1088,0
1089,1
1090,1
1091,0
1092,1
1093,0
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0
1103,0
1104,0
1105,0
1106,1
1107,0
1108,1
1109,1
1110,1
1111,1
1112,0
1113,1
1114,0
1115,0
1116,0
1117,1
1118,1
1119,1
1120,1
1121,0
1122,0
1123,1
1124,1
1125,0
1126,0
1127,1
1128,1
1129,1
1130,0
1131,0
1132,1
1133,0
1134,1
1135,1
1136,0
1137,0
1138,1
1139,1
1140,1
1141,1
1142,1
1143,0
1144,1
1145,0
1146,1
1147,1
1148,1
1149,0
1150,0
1151,1
1152,1
1153,0
1154,0
1155,0
1156,1
1157,1
1158,1
1159,1
1160,0
1161,1
1162,1
1163,1
1164,1
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,1
1172,1
1173,1
1174,0
1175,1
1176,0
1177,0
1178,0
1179,1
1180,0
1181,1
1182,1
1183,1
1184,0
1185,0
1186,0
1187,0
1188,1
1189,0
1190,0
1191,1
1192,1
1193,0
1194,1
1195,0
1196,1
1197,1
1198,1
1199,1
1200,0
1201,0
1202,0
1203,1
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,1
1215,0
1216,1
1217,0
1218,0
1219,0
1220,0
1221,0
1222,1
1223,1
1224,0
1225,0
1226,0
1227,0
1228,1
1229,1
1230,0
1231,1
1232,0
1233,1
1234,0
1235,1
1236,1
1237,1
1238,1
1239,0
1240,0
1241,0
1242,0
1243,1
1244,1
1245,1
1246,1
1247,0
1248,1
1249,1
1250,1
1251,1
1252,1
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,1
1260,1
1261,1
1262,0
1263,1
1264,0
1265,1
1266,1
1267,0
1268,1
1269,0
1270,1
1271,0
1272,1
1273,0
1274,0
1275,1
1276,1
1277,0
1278,0
1279,1
1280,0
1281,1
1282,1
1283,0
1284,1
1285,1
1286,1
1287,0
1288,1
1289,0
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,0
1298,1
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,0
1310,0
1311,0
1312,0
1313,1
1314,1
1315,1
1316,0
1317,1
1318,1
1319,1
1320,1
1321,0
1322,0
1323,1
1324,1
1325,1
1326,1
1327,0
1328,1
1329,1
1330,1
1331,0
1332,1
1333,1
1334,0
1335,1
1336,1
1337,1
1338,0
1339,0
1340,0
1341,1
1342,1
1343,0
1344,0
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,0
1355,1
1356,1
1357,1
1358,1
1359,0
1360,0
1361,1
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1368,1
1369,1
1370,1
1371,0
1372,0
1373,0
1374,1
1375,0
1376,0
1377,1
1378,0
1379,1
1380,1
1381,1
1382,0
1383,1
1384,0
1385,0
1386,1
1387,1
1388,1
1389,0
1390,0
1391,0
1392,1
1393,1
1394,0
1395,1
1396,1
1397,0
1398,1
1399,1
1400,1
1401,0
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,0
1410,1
1411,0
1412,0
1413,1
1414,0
1415,0
1416,0
1417,1
1418,0
1419,0
1420,1
1421,0
1422,1
1423,1
1424,1
1425,1
1426,1
1427,0
1428,0
1429,1
1430,1
1431,1
1432,1
1433,1
1434,0
1435,0
1436,0
1437,0
1438,0
1439,1
1440,1
1441,1
1442,1
1443,0
1444,0
1445,0
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,0
1454,1
1455,0
1456,0
1457,1
1458,1
1459,0
1460,1
1461,0
1462,0
1463,0
1464,1
1465,0
1466,0
1467,1
1468,0
1469,0
1470,1
1471,1
1472,0
1473,1
1474,0
1475,0
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,0
1483,1
1484,1
1485,1
1486,0
1487,0
1488,1
1489,1
1490,0
1491,1
1492,0
1493,1
1494,1
1495,0
1496,0
1497,0
1498,0
1499,1
1500,1
1501,1
1502,0
1503,0
1504,0
1505,1
1506,0
1507,0
1508,1
1509,0
1510,0
1511,1
1512,1
1513,1
1514,1
1515,0
1516,1
1517,1
1518,1
1519,0
1520,0
1521,1
1522,0
1523,0
1524,1
1525,0
1526,1
1527,0
1528,0
1529,1
1530,0
1531,0
1532,0
1533,1
1534,1
1535,1
1536,1
1537,0
1538,1
1539,1
1540,1
1541,1
1542,0
1543,0
1544,1
1545,1
1546,1
1547,1
1548,1
1549,0
1550,0
1551,0
1552,1
1553,0
1554,1
1555,1
1556,1
1557,0
1558,1
1559,0
1560,0
1561,1
1562,1
1563,0
1564,1
1565,0
1566,1
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,1
1574,0
1575,1
1576,0
1577,0
1578,1
1579,1
1580,0
1581,1
1582,1
1583,0
1584,1
1585,0
1586,0
1587,0
1588,0
1589,1
1590,0
1591,0
1592,1
1593,1
1594,1
1595,0
1596,1
1597,0
1598,1
1599,1
1600,0
1601,1
1602,0
1603,1
1604,0
1605,0
1606,0
1607,0
1608,1
1609,0
1610,1
1611,1
1612,0
1613,0
1614,1
1615,1
1616,0
1617,1
1618,0
1619,1
1620,1
1621,1
1622,1
1623,1
1624,0
1625,0
1626,0
1627,1
1628,0
1629,0
1630,0
1631,1
1632,1
1633,0
1634,1
1635,1
1636,1
1637,0
1638,1
1639,1
1640,1
1641,0
1642,1
1643,1
1644,1
1645,1
1646,0
1647,0
1648,0
1649,1
1650,1
1651,1
1652,0
1653,1
1654,1
1655,1
1656,0
1657,0
1658,1
1659,0
1660,1
1661,0
1662,1
1663,1
1664,1
1665,1
1666,1
1667,0
1668,1
1669,1
1670,1
1671,1
1672,0
1673,1
1674,1
1675,1
1676,0
1677,1
1678,0
1679,1
1680,1
1681,1
1682,1
1683,0
1684,1
1685,0
1686,0
1687,0
1688,1
1689,1
1690,1
1691,0
1692,1
1693,1
1694,1
1695,0
1696,0
1697,0
1698,1
1699,1
1700,0
1701,0
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,0
1709,0
1710,1
1711,0
1712,0
1713,1
1714,0
1715,1
1716,0
1717,1
1718,1
1719,0
1720,0
1721,1
1722,0
1723,0
1724,1
1725,1
1726,0
1727,1
1728,0
1729,0
1730,0
1731,1
1732,0
1733,1
1734,0
1735,1
1736,0
1737,1
1738,1
1739,1
1740,1
1741,0
1742,1
1743,1
1744,0
1745,1
1746,0
1747,1
1748,1
1749,0
1750,0
1751,1
1752,1
1753,0
1754,0
1755,1
1756,1
1757,0
1758,1
1759,0
1760,1
1761,0
1762,1
1763,0
1764,0
1765,1
1766,1
1767,0
1768,0
1769,1
1770,1
1771,0
1772,0
1773,1
1774,0
1775,1
1776,0
1777,1
1778,1
1779,1
1780,0
1781,0
1782,1
1783,0
1784,1
1785,1
1786,0
1787,1
1788,0
1789,0
1790,1
1791,1
1792,0
1793,0
1794,0
1795,0
1796,1
1797,1
1798,0
1799,0
1800,0
1801,1
1802,0
1803,0
1804,0
1805,0
1806,1
1807,0
1808,1
1809,1
1810,1
1811,0
1812,0
1813,0
1814,1
1815,1
1816,1
1817,0
1818,0
1819,1
1820,1
1821,0
1822,1
1823,0
1824,1
1825,0
1826,1
1827,0
1828,0
1829,0
1830,0
1831,0
1832,1
1833,0
1834,1
1835,0
1836,0
1837,1
1838,1
1839,1
1840,1
1841,0
1842,1
1843,0
1844,1
1845,0
1846,1
1847,0
1848,0
1849,1
1850,0
1851,1
1852,0
1853,0
1854,1
1855,1
1856,1
1857,0
1858,1
1859,0
1860,1
1861,0
1862,0
1863,1
1864,1
1865,0
1866,0
1867,0
1868,0
1869,1
1870,0
1871,1
1872,1
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,1
1882,0
1883,0
1884,1
1885,1
1886,0
1887,1
1888,0
1889,0
1890,0
1891,0
1892,0
1893,1
1894,0
1895,0
1896,1
1897,0
1898,0
1899,0
1900,1
1901,1
1902,0
1903,1
1904,1
1905,1
1906,1
1907,0
1908,1
1909,1
1910,0
1911,0
1912,1
1913,0
1914,1
1915,0
1916,1
1917,0
1918,1
1919,0
1920,1
1921,1
1922,0
1923,0
1924,0
1925,1
1926,1
1927,1
1928,0
1929,1
1930,1
1931,1
1932,1
1933,1
1934,0
1935,1
1936,1
1937,0
1938,1
1939,0
1940,0
1941,0
1942,0
1943,1
1944,0
1945,0
1946,1
1947,1
1948,1
1949,0
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,0
1957,0
1958,1
1959,0
1960,1
1961,1
1962,0
1963,1
1964,1
1965,0
1966,0
1967,1
1968,1
1969,0
1970,1
1971,0
1972,1
1973,0
1974,0
1975,1
1976,0
1977,1
1978,0
1979,1
1980,0
1981,0
1982,1
1983,1
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,1
1991,0
1992,0
1993,1
1994,0
1995,1
1996,0
1997,1
1998,1
1999,0
2000,1
2001,0
2002,1
2003,1
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,1
2011,1
2012,1
2013,1
2014,1
2015,1
2016,0
2017,0
2018,0
2019,1
2020,1
2021,1
2022,0
2023,1
2024,0
2025,1
2026,0
2027,0
2028,0
2029,1
2030,0
2031,1
2032,1
2033,1
2034,0
2035,1
2036,0
2037,0
2038,1
2039,1
2040,1
2041,1
2042,1
2043,0
2044,0
2045,1
2046,0
2047,0
2048,1
2049,1
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,1
2057,1
2058,1
2059,0
2060,1
2061,0
2062,0
2063,1
2064,0
2065,0
2066,0
2067,1
2068,0
2069,0
2070,1
2071,1
2072,1
2073,0
2074,0
2075,0
2076,1
2077,0
2078,1
2079,1
2080,0
2081,1
2082,1
2083,1
2084,0
2085,1
2086,0
2087,1
2088,1
2089,1
2090,0
2091,1
2092,1
2093,0
2094,0
2095,1
2096,1
2097,0
2098,1
2099,1
2100,1
2101,0
2102,0
2103,1
2104,1
2105,1
2106,0
2107,0
2108,0
2109,0
2110,0
2111,1
2112,0
2113,1
2114,1
2115,1
2116,1
2117,0
2118,0
2119,0
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,1
2130,0
2131,1
2132,0
2133,1
2134,1
2135,0
2136,1
2137,1
2138,0
2139,1
2140,1
2141,1
2142,1
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,1
2156,0
2157,1
2158,1
2159,0
2160,1
2161,1
2162,0
2163,1
2164,1
2165,0
2166,0
2167,1
2168,1
2169,1
2170,1
2171,1
2172,0
2173,0
2174,0
2175,1
2176,1
2177,1
2178,1
2179,0
2180,0
2181,1
2182,0
2183,1
2184,0
2185,1
2186,1
2187,1
2188,1
2189,0
2190,0
2191,1
2192,1
2193,0
2194,1
2195,0
2196,0
2197,0
2198,0
2199,1
2200,0
2201,0
2202,0
2203,0
2204,0
2205,1
2206,0
2207,0
2208,0
2209,0
2210,1
2211,1
2212,0
2213,0
2214,0
2215,0
2216,0
2217,1
2218,1
2219,0
2220,1
2221,1
2222,0
2223,1
2224,1
2225,0
2226,1
2227,1
2228,0
2229,1
2230,0
2231,1
2232,1
2233,0
2234,1
2235,0
2236,1
2237,0
2238,0
2239,1
2240,0
2241,1
2242,0
2243,0
2244,1
2245,0
2246,1
2247,0
2248,1
2249,0
2250,1
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,1
2258,1
2259,0
2260,1
2261,1
2262,0
2263,1
2264,1
2265,1
2266,1
2267,1
2268,0
2269,0
2270,1
2271,1
2272,1
2273,1
2274,0
2275,1
2276,0
2277,1
2278,1
2279,1
2280,0
2281,1
2282,1
2283,1
2284,1
2285,1
2286,0
2287,1
2288,0
2289,0
2290,0
2291,1
2292,1
2293,1
2294,1
2295,0
2296,1
2297,1
2298,1
2299,0
2300,1
2301,1
2302,0
2303,0
2304,1
2305,0
2306,1
2307,1
2308,1
2309,0
2310,0
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,0
2318,1
2319,1
2320,0
2321,0
2322,0
2323,0
2324,1
2325,1
2326,0
2327,1
2328,1
2329,1
2330,0
2331,0
2332,1
2333,0
2334,1
2335,1
2336,0
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,0
2344,0
2345,1
2346,0
2347,1
2348,0
2349,1
2350,1
2351,1
2352,1
2353,1
2354,0
2355,1
2356,1
2357,1
2358,1
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,1
2366,1
2367,1
2368,0
2369,1
2370,1
2371,1
2372,0
2373,0
2374,1
2375,0
2376,1
2377,0
2378,0
2379,1
2380,1
2381,0
2382,1
2383,0
2384,1
2385,0
2386,1
2387,1
2388,0
2389,0
2390,1
2391,0
2392,0
2393,1
2394,0
2395,1
2396,1
2397,1
2398,1
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,1
2407,1
2408,1
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,1
2423,0
2424,0
2425,1
2426,0
2427,0
2428,1
2429,1
2430,1
2431,0
2432,0
2433,0
2434,1
2435,0
2436,1
2437,1
2438,1
2439,0
2440,1
2441,0
2442,1
2443,1
2444,1
2445,0
2446,1
2447,1
2448,1
2449,1
2450,0
2451,1
2452,1
2453,1
2454,1
2455,1
2456,1
2457,1
2458,0
2459,1
2460,1
2461,0
2462,1
2463,1
2464,0
2465,1
2466,0
2467,1
2468,1
2469,1
2470,0
2471,0
2472,0
2473,0
2474,0
2475,1
2476,0
2477,1
2478,1
2479,1
2480,1
2481,0
2482,1
2483,0
2484,1
2485,1
2486,1
2487,0
2488,1
2489,1
2490,1
2491,0
2492,0
2493,1
2494,0
2495,0
2496,0
2497,0
2498,1
2499,1
2500,1
2501,0
2502,0
2503,0
2504,1
2505,0
2506,0
2507,1
2508,0
2509,0
2510,0
2511,0
2512,1
2513,0
2514,0
2515,1
2516,0
2517,0
2518,0
2519,0
2520,0
2521,1
2522,1
2523,0
2524,1
2525,0
2526,1
2527,1
2528,1
2529,1
2530,0
2531,0
2532,1
2533,1
2534,1
2535,1
2536,0
2537,1
2538,1
2539,1
2540,0
2541,0
2542,1
2543,0
2544,0
2545,0
2546,1
2547,1
2548,0
2549,0
2550,0
2551,1
2552,0
2553,0
2554,1
2555,0
2556,1
2557,1
2558,0
2559,1
2560,1
2561,1
2562,0
2563,1
2564,0
2565,1
2566,1
2567,1
2568,0
2569,1
2570,1
2571,1
2572,1
2573,1
2574,0
2575,0
2576,0
2577,1
2578,1
2579,0
2580,0
2581,0
2582,0
2583,0
2584,1
2585,1
2586,0
2587,1
2588,0
2589,0
2590,1
2591,0
2592,1
2593,0
2594,1
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,1
2603,1
2604,0
2605,0
2606,1
2607,1
2608,1
2609,1
2610,0
2611,0
2612,0
2613,0
2614,1
2615,1
2616,0
2617,0
2618,1
2619,0
2620,1
2621,0
2622,0
2623,1
2624,1
2625,0
2626,1
2627,0
2628,1
2629,1
2630,1
2631,0
2632,0
2633,1
2634,1
2635,0
2636,0
2637,1
2638,0
2639,1
2640,1
2641,0
2642,1
2643,1
2644,0
2645,1
2646,0
2647,1
2648,1
2649,1
2650,0
2651,1
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,1
2659,1
2660,1
2661,1
2662,1
2663,0
2664,0
2665,1
2666,1
2667,0
2668,1
2669,0
2670,0
2671,1
2672,1
2673,1
2674,0
2675,0
2676,0
2677,1
2678,0
2679,1
2680,0
2681,0
2682,0
2683,0
2684,1
2685,1
2686,1
2687,1
2688,0
2689,1
2690,1
2691,1
2692,1
2693,0
2694,1
2695,0
2696,0
2697,0
2698,0
2699,0
2700,1
2701,0
2702,0
2703,1
2704,0
2705,1
2706,0
2707,1
2708,0
2709,0
2710,1
2711,0
2712,1
2713,0
2714,1
2715,0
2716,1
2717,1
2718,1
2719,0
2720,1
2721,0
2722,1
2723,0
2724,1
2725,0
2726,0
2727,1
2728,0
2729,0
2730,0
2731,1
2732,1
2733,0
2734,1
2735,0
2736,0
2737,1
2738,1
2739,0
2740,1
2741,0
2742,1
2743,0
2744,0
2745,0
2746,1
2747,0
2748,0
2749,0
2750,0
2751,1
2752,1
2753,1
2754,1
2755,0
2756,1
2757,0
2758,0
2759,0
2760,0
2761,1
2762,0
2763,1
2764,1
2765,0
2766,1
2767,1
2768,0
2769,0
2770,1
2771,1
2772,1
2773,1
2774,1
2775,0
2776,0
2777,1
2778,0
2779,1
2780,1
2781,0
2782,0
2783,1
2784,1
2785,0
2786,1
2787,1
2788,1
2789,0
2790,1
2791,1
2792,0
2793,0
2794,1
2795,0
2796,1
2797,0
2798,1
2799,0
2800,1
2801,0
2802,0
2803,0
2804,1
2805,0
2806,1
2807,1
2808,1
2809,1
2810,0
2811,1
2812,1
2813,0
2814,1
2815,0
2816,1
2817,1
2818,1
2819,1
2820,0
2821,1
2822,1
2823,0
2824,1
2825,0
2826,1
2827,1
2828,0
2829,0
2830,1
2831,1
2832,1
2833,0
2834,0
2835,1
2836,1
2837,0
2838,0
2839,1
2840,1
2841,1
2842,1
2843,1
2844,0
2845,1
2846,1
2847,1
2848,0
2849,1
2850,0
2851,1
2852,0
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,0
2861,1
2862,1
2863,1
2864,0
2865,0
2866,0
2867,1
2868,1
2869,0
2870,0
2871,0
2872,0
2873,0
2874,1
2875,0
2876,0
2877,1
2878,1
2879,1
2880,0
2881,0
2882,1
2883,1
2884,0
2885,0
2886,1
2887,0
2888,1
2889,0
2890,1
2891,0
2892,1
2893,0
2894,1
2895,1
2896,1
2897,0
2898,1
2899,1
2900,1
2901,0
2902,0
2903,1
2904,0
2905,1
2906,1
2907,1
2908,0
2909,0
2910,0
2911,1
2912,1
2913,1
2914,1
2915,0
2916,1
2917,0
2918,0
2919,1
2920,0
2921,1
2922,0
2923,0
2924,1
2925,0
2926,1
2927,1
2928,0
2929,0
2930,1
2931,1
2932,0
2933,1
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,1
2941,1
2942,1
2943,1
2944,0
2945,1
2946,1
2947,0
2948,0
2949,1
2950,1
2951,0
2952,0
2953,0
2954,0
2955,1
2956,0
2957,1
2958,1
2959,1
2960,0
2961,0
2962,0
2963,1
2964,1
2965,0
2966,1
2967,1
2968,0
2969,1
2970,0
2971,0
2972,1
2973,1
2974,1
2975,0
2976,1
2977,0
2978,0
2979,1
2980,1
2981,0
2982,1
2983,1
2984,0
2985,1
2986,0
2987,1
2988,1
2989,1
2990,0
2991,0
2992,0
2993,1
2994,0
2995,1
2996,0
